playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
2081,30.0,26.41888888888889,53.7%,56.3%,2.6%,6.4%,4.5%,1.2,13.2%,10.8%,30.2%,40.3%,17.6%,12.9,AQK,"HILL, KYLE",24.0,,ASV;PAU;AEK,ASV;PAU;AEK,LDLC ASVEL Villeurbanne;Elan Bearnais Pau-Lacq-Orthez;AEK Athens,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png
2081,25.0,20.543333333333337,58.2%,62.9%,10.3%,16%,13.2%,0.8,8.7%,11.3%,46.3%,23%,35.3%,11.0,008820,"LANDALE, JOCK",24.0,https://media-cdn.incrowdsports.com/730ef725-94fc-4071-bec8-8e5da11ad266.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
2081,26.0,25.74230769230769,53.6%,57.9%,1.3%,6.1%,3.7%,1.6,20.4%,13%,43.1%,16.1%,28.6%,14.5,AYP,"MC CANTS, CURTIS",27.0,,CSK;SIE,CSK;MPS,CSKA Moscow;Montepaschi Siena,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
2085,28.0,20.060119047619047,61.4%,61.7%,13.7%,15.5%,14.6%,0.3,4%,12.1%,69.1%,1.6%,42.3%,8.8,AGH,"BREZEC, PRIMOZ",29.0,,LJU;ROM,;ROM,KK Cedevita Olimpija;Pallacanestro Virtus Roma,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
2085,35.0,19.605238095238093,50.5%,54.8%,4.4%,16.4%,10.4%,1.3,13%,9.8%,40%,29.1%,26.4%,8.1,BXA,"GIOVANNONI, GUILHERME",27.0,,TRE;VIR,TRE;VIR,Benetton Basket Treviso;Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png
2087,37.0,23.52117117117117,46.4%,48.5%,2.2%,16.9%,9.5%,1.3,18.8%,14%,31.1%,31.1%,18.5%,10.8,001761,"BABIC, LUKA",24.0,,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png
2087,29.0,27.531609195402297,46%,48.3%,3.1%,14%,8.2%,0.7,6.8%,10.1%,53%,24.3%,16.8%,14.6,008857,"CLARK, EARL",30.0,https://media-cdn.incrowdsports.com/285fb921-3434-4b91-a74d-fbef70510175.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
2087,46.0,18.559420289855073,57.1%,59.2%,4.2%,12.6%,8.8%,0.7,11.4%,16.6%,29.5%,36.2%,21.8%,7.4,AIS,"ITURBE, IKER",31.0,,EST;MAD,EST;RMD,Club Baloncesto Estudiantes;Real Madrid,https://media-cdn.incrowdsports.com/3bc65205-b393-457a-a4d6-af993c60ee70.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
2090,25.0,26.358,50%,55%,4.8%,8.6%,6.8%,1.4,13.8%,10%,43%,22.2%,38.6%,14.8,AZI,"ESTELLER, ROGER",30.0,,PAU;MAL,PAU;UNI,Elan Bearnais Pau-Lacq-Orthez;Unicaja Malaga,https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
2090,72.0,15.456249999999999,50.2%,54.6%,1.7%,9.9%,6%,1.4,19.3%,13.7%,24.6%,34.6%,29.8%,6.0,ACJ,"PAPAMAKARIOS, MANOLIS",27.0,,PER;OLY,PER;OLY,Peristeri BC;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/743fd646-dc10-4a04-a90f-952e33a143a4.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
2090,41.0,24.12032520325203,49.6%,53.2%,5.2%,10.2%,7.7%,1.3,12.7%,10.1%,45.1%,26.5%,18.1%,8.5,002973,"SHIPP, JOSHUA",26.0,,GAL;IST,GSL;EFS,Galatasaray Spor Kulubu;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/d8c1e9ac-0812-4dd7-bdc1-7c482cfb85d4.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
2093,144.0,13.479398148148148,50.1%,52.2%,2.5%,6%,4.2%,1.6,17.7%,11.2%,16%,52.1%,10.1%,4.0,007025,"MATTISSECK, JONAS",24.0,https://media-cdn.incrowdsports.com/f233c467-32fb-41af-807b-07660af5fa2c.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
2094,35.0,21.76238095238095,52.8%,54.5%,3.8%,12.7%,8.3%,0.8,10.3%,12.3%,50.1%,20%,23.5%,8.8,TFY,"WINSTON, KENNEDY",25.0,,PAN;MAD;ROM,PAO;RMD;ROM,Panathinaikos AKTOR Athens;Real Madrid;Pallacanestro Virtus Roma,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
2095,83.0,14.347991967871486,49.5%,52.6%,2.5%,11%,6.7%,1.0,9.8%,10%,29.9%,42.2%,25.5%,4.9,BXK,"AKYOL, CENK",26.0,,IST;GAL,EFS;GSL,Anadolu Efes Istanbul;Galatasaray Spor Kulubu,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/d8c1e9ac-0812-4dd7-bdc1-7c482cfb85d4.png
2095,44.0,22.573863636363637,47.8%,50.1%,1.7%,6.2%,3.9%,1.1,12.9%,12%,31%,36%,27.6%,13.8,AFR,"SESAR, JOSIP",26.0,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
2097,34.0,19.78970588235294,50.5%,54%,6.2%,17.3%,11.5%,0.5,7.9%,15.4%,37.5%,27.5%,40.9%,9.7,003326,"GREEN, CALEB",29.0,,CHA;MAL,CHA;UNI,Spirou Charleroi;Unicaja Malaga,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
2097,20.0,20.815833333333334,66.7%,67.6%,14.9%,15.4%,15.2%,0.4,5.5%,13.1%,70.1%,1%,32.6%,9.9,002815,"NESTEROVIC, RASHO",34.0,,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
2097,42.0,18.517857142857142,49.2%,54.9%,9.2%,15.3%,12.2%,0.3,5.3%,16.3%,69.1%,0%,30.8%,6.7,JKS,"RUPERT, THIERRY",29.0,,PAU,PAU,Elan Bearnais Pau-Lacq-Orthez,https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png
2100,59.0,12.377118644067796,51.8%,59.6%,2.5%,9.6%,5.9%,1.3,24.8%,19.8%,27.2%,14.2%,76.4%,5.7,ABK,"PANTELIADIS, SPYRIDON",30.0,,FRA;AEK;ARI,FRA;AEK;ARI,Skyliners Frankfurt;AEK Athens;Aris Thessaloniki,https://media-cdn.incrowdsports.com/75c69af8-9cf4-498d-932e-0b28be2444df.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
2101,43.0,15.425581395348836,57.8%,62.1%,7.3%,16%,11.7%,1.0,12.6%,12.9%,41.4%,27%,20%,6.3,012710,"OSMANI, ERCAN",26.0,https://media-cdn.incrowdsports.com/73c6e2d2-b8f4-45cf-998f-3c7c5efb2e4f.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
2102,31.0,24.983870967741936,52.6%,56.5%,3.6%,12.2%,7.9%,1.0,12.8%,12.8%,34.7%,31%,30.3%,11.3,DGK,"VRANKOVIC, JOSIP",39.0,,CIB,CIB,KK Cibona,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png
2103,28.0,29.353571428571428,58.9%,63.3%,3.8%,13.1%,8.6%,0.9,13.1%,14.5%,35.9%,24.1%,47.1%,10.4,AXZ,"ADOMAITIS, DAINIUS",39.0,,WRO;LIE,WKS;LRY,WKS Slask Wroclaw;Rytas Vilnius,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
2103,47.0,17.959929078014184,55.5%,57.2%,9.7%,15.2%,12.4%,0.4,7.5%,20.4%,43.5%,18.7%,36.6%,6.3,KWC,"GIGLI, ANGELO",31.0,,TRE;ROM;MIL,TRE;ROM;EA7,Benetton Basket Treviso;Pallacanestro Virtus Roma;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
2105,30.0,23.404444444444444,54.1%,57.3%,4.4%,10.9%,7.7%,1.4,16.5%,11.9%,41.9%,17.1%,48.2%,10.9,BPV,"GORENC, BORIS",34.0,,OLY;LJU,OLY;LJU,Olympiacos Piraeus;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
2105,67.0,17.166915422885573,51.9%,53.4%,3.2%,6.6%,4.9%,2.9,37.2%,13%,29.9%,17.8%,10%,8.1,004571,"SISKO, ZAN MARK",25.0,https://media-cdn.incrowdsports.com/4418247f-db35-41a8-8244-73ebe8d6aa78.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
2105,31.0,21.559139784946236,53.7%,57.5%,8%,18.6%,13.3%,0.3,3.8%,12%,51.3%,22.2%,33%,9.4,BCE,"WOLKOWYSKY, RUBEN",34.0,,CSK;BAS;OLY;SOP,CSK;BKN;OLY;PRO,CSKA Moscow;Baskonia Vitoria-Gasteiz;Olympiacos Piraeus;Arka Gdynia,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
2108,33.0,22.357575757575756,51.8%,56.9%,2.3%,8%,5%,1.4,18.3%,13.4%,34.9%,26.2%,26.8%,11.1,001202,"FINLEY, MORRIS",29.0,,SIE;MIL,MPS;MIL,Montepaschi Siena;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
2109,20.0,27.18,48.9%,55.2%,10.9%,20.9%,15.6%,0.5,6.7%,12.3%,53.5%,13.4%,48.3%,13.5,ARU,"OKUR, MEHMET",22.0,,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
2110,29.0,18.6316091954023,64.3%,64.9%,10.2%,23.3%,16.3%,0.8,12.6%,16.4%,60.8%,0%,38.1%,7.1,002644,"BALVIN, ONDREJ",26.0,https://media-cdn.incrowdsports.com/8d290159-e754-4670-b127-d2e94420b71d.png,CAN,HGC,Club Baloncesto Gran Canaria,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png
2110,84.0,14.600595238095238,41%,45.6%,10.2%,18.7%,14.3%,0.4,7.7%,17.5%,63.6%,1%,35.5%,5.7,001210,"HRYCANIUK, ADAM",31.0,,SOP;GSS,PRO;ZGA,Arka Gdynia;GSS Akcyjna,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
2112,30.0,28.548333333333336,47.1%,51.4%,1.5%,11.7%,6.4%,1.9,29.3%,15.2%,29.9%,21.4%,18.8%,15.6,000218,"KOSZAREK, LUKASZ",31.0,,SOP;GSS,PRO;ZGA,Arka Gdynia;GSS Akcyjna,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png
2113,41.0,23.558536585365854,53.7%,58.3%,3.4%,9.2%,6.3%,1.2,18%,15.6%,35%,14.9%,74.8%,7.2,AYX,"DOMANI, DMITRY",32.0,,CSK;DYN,CSK;DYN,CSKA Moscow;Dynamo Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/22ab0314-9deb-407c-97aa-4032f4017564.png
2114,47.0,12.087943262411347,65%,67.2%,5.8%,18.1%,12.1%,0.7,9.7%,13.2%,32.1%,34.8%,34.7%,5.5,BIM,"GABRIEL, GERMAN",35.0,,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
2115,29.0,22.227586206896554,56.5%,58.8%,5%,15.9%,10.3%,1.3,11%,8.5%,41.4%,33.9%,15.8%,11.0,012729,"SCOTT, MIKE",35.0,https://media-cdn.incrowdsports.com/342d883b-4568-498a-add4-501f6a74fa29.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
2115,41.0,15.53008130081301,57%,60.1%,13.9%,20.8%,17.3%,0.6,7.3%,12.3%,70.8%,0.8%,28%,6.3,004259,"WILLIAMS, LATAVIOUS",28.0,,BAM;UNK;PAM,BRO;UNK;VBC,Bamberger Basketball GmbH;UNICS Kazan;Valencia Basket,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png;https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
2117,94.0,15.487943262411346,48.9%,50.8%,3.7%,6.5%,5.1%,1.4,15.7%,11.3%,32.7%,35.6%,15.7%,7.1,003211,"DIMSA, TOMAS",29.0,https://media-cdn.incrowdsports.com/f5a9303d-e74d-4955-8a7a-30ac7ec50c2c.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
2117,48.0,17.494444444444444,49.1%,52%,8.8%,17.8%,13.2%,0.4,5.8%,13.6%,33.4%,40.9%,19.1%,7.5,000592,"JAGLA, JAN",33.0,,JOV;SOP;MUN,CJB;PRO;BAY,Club Joventut Badalona;Arka Gdynia;FC Bayern Munich,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
2117,27.0,17.870987654320988,64.3%,63.5%,17.3%,16.5%,16.9%,0.8,12.2%,16.2%,56.8%,0%,58.9%,7.3,005804,"LAWAL, SHANE",29.0,,SAS;BAR,DSS;FCB,Polisportiva Dinamo;FC Barcelona,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
2120,35.0,20.630952380952383,48.8%,53.6%,2.4%,6.9%,4.7%,2.1,24.9%,11.7%,41%,16.3%,24.6%,13.0,007946,"THEODORE, JORDAN",34.0,https://media-cdn.incrowdsports.com/9a80b8f4-56ba-4b49-9237-b38c26c08073.png,MIL;BAS,AXM;BKN,EA7 Emporio Armani Milan;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
2121,37.0,25.61936936936937,49.7%,56.5%,2.4%,8%,5.1%,0.7,15.2%,21.5%,25.1%,25.3%,57.8%,10.7,JXV,"CASTLE, TERREL",35.0,,ARI;MAL,ARI;UNI,Aris Thessaloniki;Unicaja Malaga,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
2121,10.0,38.58333333333333,60.5%,66.7%,10.3%,15.2%,12.8%,1.2,13%,11.1%,52.9%,8.8%,51.9%,21.5,AKK,"HAMILTON, DERECK",34.0,,PET,PET,Saint Petersburg Lions,https://media-cdn.incrowdsports.com/1f6e3ac1-7613-4cff-90e0-6daad1ec6bbd.png
2121,55.0,13.26,52.2%,56%,7.6%,16.3%,12%,0.6,8.2%,12.7%,43.9%,18.9%,59%,5.3,BWY,"SLOKAR, UROS",26.0,,TRE;SIE;LJU,TRE;MPS;LJU,Benetton Basket Treviso;Montepaschi Siena;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
2124,27.0,19.386419753086418,71.6%,73.3%,9.4%,17.6%,13.5%,0.1,2.4%,16%,47.1%,21.7%,42.5%,7.9,012096,"CABOCLO, BRUNO",28.0,https://media-cdn.incrowdsports.com/3d66cd91-5c2b-4aee-aa8a-11c071be7ce3.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
2124,65.0,13.567948717948717,53.8%,56.4%,10.2%,14.8%,12.5%,0.3,4.7%,16.2%,70.4%,1.1%,24.5%,5.6,BRS,"IDBIHI, YASSIN",33.0,,BER;MUN;BAM,ALB;BAY;BRO,ALBA Berlin;FC Bayern Munich;Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png
2124,111.0,15.17927927927928,49%,54.4%,3.3%,11.3%,7.3%,1.4,25.4%,18.2%,26.9%,20.8%,41.3%,4.9,API,"KALAITZIS, GEORGIOS",45.0,,ARI;PAN,ARI;PAO,Aris Thessaloniki;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
2124,30.0,17.21388888888889,62.4%,63.8%,8.3%,16.9%,12.7%,2.3,17.2%,7.5%,43.8%,23%,28.5%,9.3,012743,"KAMINSKY, FRANK",30.0,https://media-cdn.incrowdsports.com/b6f972a7-dadd-44ca-9b87-6fcc4ea38e8c.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
2128,66.0,10.22121212121212,55.6%,60.7%,8.9%,14.3%,11.6%,0.8,9.2%,11.9%,61.4%,5.1%,42.9%,4.5,005460,"HARRIS, ELIAS",35.0,https://media-cdn.incrowdsports.com/9b314836-f6c0-4676-bf3a-29f1f489a12a.png,BAM;MUN,BRO;BAY,Bamberger Basketball GmbH;FC Bayern Munich,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
2129,53.0,16.476729559748428,55.9%,56.8%,9%,19.7%,14%,0.3,7%,23.1%,59%,0.3%,40.5%,6.2,TGO,"CROSARIOL, ANDREA",40.0,,AVE;ROM;VIR,AVE;ROM;VIR,SS Felice Scandone;Pallacanestro Virtus Roma;Virtus Segafredo Bologna,https://media-cdn.incrowdsports.com/042b3fb1-ef40-409b-940b-8a789f4eae85.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/4af5e83b-f2b5-4fba-a87c-1f85837a508a.png
2130,34.0,20.102941176470587,51.5%,54.2%,10.6%,22.1%,16.3%,0.2,4.9%,19.7%,63.9%,3.8%,26.1%,10.2,CFN,"BURKE, PAT",35.0,,MAD;SOP,RMD;PRO,Real Madrid;Arka Gdynia,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png
2131,24.0,23.740277777777777,54.6%,58.4%,16.6%,16.1%,16.4%,0.4,6.1%,15.2%,55.2%,12%,39.1%,14.3,AKD,"JEROME, JOHN",34.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
2132,57.0,17.553216374269006,46.7%,52.6%,1.9%,6.4%,4.1%,1.3,19.7%,14.8%,20.7%,37.6%,28%,9.2,KGH,"RASIC, ALEKSANDAR",28.0,,PAR;SIE,PAR;MPS,Partizan Mozzart Bet Belgrade;Montepaschi Siena,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
2133,74.0,14.867342342342344,47.2%,50%,4.5%,13.6%,9.1%,1.1,22%,20%,41.7%,12.1%,17.7%,6.8,001261,"LACOMBE, PAUL",32.0,https://media-cdn.incrowdsports.com/fa3fbfb5-06c4-447a-8936-ec3730ad9593.png,STR;ASV,SIG;ASV,Strasbourg Illkirch-Graffenstaden Basket;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
2134,31.0,25.316129032258065,65.3%,68.2%,5.8%,10.4%,8.1%,1.4,17.8%,12.3%,19.2%,44.6%,21.6%,8.9,005195,"BROEKHOFF, RYAN",25.0,,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/21be1b6a-84bd-4e95-b685-f5d5e60e4a86.png
2134,50.0,16.973666666666666,54.6%,61.8%,1.2%,5.3%,3.3%,1.8,17.1%,9.5%,31.1%,31.6%,38.4%,8.0,BAF,"PETROV, SIMON",27.0,,ASV;LJU,ASV;LJU,LDLC ASVEL Villeurbanne;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
2134,27.0,26.62037037037037,51.9%,54.2%,2.4%,10.8%,6.6%,0.7,8.4%,11.4%,34.2%,37.6%,26.6%,15.0,LCF,"SCALES, ALEX",28.0,,MAD;ARI,RMD;ARI,Real Madrid;Aris Thessaloniki,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png
2134,38.0,17.902631578947368,53.8%,56.6%,8.6%,16.2%,12.4%,0.4,6.1%,16.7%,52.2%,11.9%,46.6%,10.4,BTS,"VARDA, RATKO",32.0,,ZAL;SOP;LJU,ZAL;PRO;UOL,Zalgiris Kaunas;Arka Gdynia;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
2138,29.0,17.645977011494253,52.5%,56.2%,15.5%,20.3%,17.9%,0.6,5.9%,10.1%,66.7%,1.3%,53.7%,8.2,000186,"MENSAH-BONSU, POPS",30.0,,JOV;CSK;GAL,CJB;CSK;GSL,Club Joventut Badalona;CSKA Moscow;Galatasaray Spor Kulubu,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/d8c1e9ac-0812-4dd7-bdc1-7c482cfb85d4.png
2138,78.0,12.11025641025641,57%,57.8%,10.2%,14.4%,12.3%,1.0,14.1%,14.4%,54.2%,11%,22.1%,4.2,010393,"PRADILLA, JAIME",22.0,https://media-cdn.incrowdsports.com/9c8c8d4f-31d8-4c05-bf26-60334b55cf5d.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
2138,65.0,13.81230769230769,55.3%,55.9%,13%,15%,14%,0.3,3.4%,12.1%,63.7%,9.4%,35.8%,4.6,AFB,"SEKULIC, BLAGOTA",31.0,,BUD;PAR;AEK;MAD;BER;ULK,BUD;PAR;AEK;RMD;BER;FBU,KK Buducnost;Partizan Mozzart Bet Belgrade;AEK Athens;Real Madrid;ALBA Berlin;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/0233ebbb-f3a2-49ea-837c-7fd3e661e672.png
2141,23.0,29.219565217391303,54.5%,56.8%,9.9%,21.1%,15.1%,0.6,9.6%,16.1%,42.6%,25.1%,22%,14.9,AKB,"ELLIS, RONALD",34.0,,CHA,CHA,Spirou Charleroi,https://media-cdn.incrowdsports.com/fe2c3484-72ab-463e-bda7-587b5e980e37.png
